Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
NP_060092.2,2.590316081,2.39700435,2.381821744,2.575516083,2.575516083
NP_060093.3,4.569793757,2.204359272,4.547159476,1.981493624,1.981493624
NP_060102.1,5.862250069,6.234674896,5.947767019,6.160347685,6.160347685
NP_060104.2,3.492152087,1.525915969,2.994005714,1.3870162,1.3870162
NP_060106.2,2.291203577,4.109144014,2.537940946,4.091855221,4.091855221
NP_060108.2,1.340495171,2.081358103,0,2.493931404,2.493931404
NP_060115.3,4.632485535,4.911922721,4.939039255,4.833042511,4.833042511
NP_060116.2,3.757262314,4.736372893,3.263765983,4.643022902,4.643022902
NP_060117.3,6.077945275,5.885821562,6.183276065,5.947154617,5.947154617
NP_060129.2,4.61427735,5.769065434,4.551746745,5.651336555,5.651336555
NP_060136.1,4.290845366,4.859681628,3.183276065,4.979565978,4.979565978
NP_060137.2,3.806707683,3.025178917,4.129055674,3.228235199,3.228235199
NP_060139.2,4.16045357,4.773139519,3.481357418,4.929135964,4.929135964
NP_060140.2,6.010148764,6.280473259,5.162431811,6.430705018,6.430705018
NP_060164.3,0,2.324542096,0,2.520282731,2.520282731
NP_060166.2,1.452346721,-2.093630771,1.574466822,-0.96383908,-0.96383908
NP_060176.2,0,2.829602677,0,2.879585097,2.879585097
NP_060192.1,4.746330782,5.230350336,4.618860941,5.211781527,5.211781527
NP_060193.2,4.182634349,0,3.791697538,0,0
NP_060205.3,2.861285378,2.856435968,2.461992093,2.815194509,2.815194509
NP_060208.2,1.442060082,0,1.896394917,0,0
NP_060216.2,4.480576677,4.967543862,4.542557574,4.92990405,4.92990405
NP_060218.1,0,4.118534663,0,3.995942812,3.995942812
NP_060220.3,3.294066068,3.760882587,4.116724872,3.778481017,3.778481017
NP_060224.3,3.709282285,5.555602667,4.361063184,5.279877236,5.279877236
NP_060225.4,7.604654081,7.301564389,7.523418023,7.40560642,7.40560642
NP_060228.3,5.068572358,5.518561201,5.429958265,5.43119334,5.43119334
NP_060238.3,5.14071195,5.553144381,4.551746745,5.589778063,5.589778063
NP_060242.2,0.286899162,2.287337104,0,1.925905532,1.925905532
NP_060244.2,4.403149914,4.56584584,4.42746441,4.515787714,4.515787714
NP_060245.3,1.249046264,1.861154517,1.110519722,1.64825955,1.64825955
NP_060263.2,2.213201065,0,2.033898441,0,0
NP_060267.2,3.13153929,0,3.285961729,0,0
NP_060268.2,4.32343402,5.344476756,4.263765983,5.14878188,5.14878188
NP_060271.1,1.957407302,4.180253335,0,4.19922138,4.19922138
NP_060272.3,6.09435672,5.866004411,6.087009777,5.761149592,5.761149592
NP_060273.1,2.492775147,3.6575319,2.896394917,3.622264342,3.622264342
NP_060277.1,4.713564871,4.466581121,4.724213942,4.123892294,4.123892294
NP_060281.2,3.74476235,5.219022458,4.165428064,5.153261485,5.153261485
NP_060283.3,4.191104961,6.058365191,4.135181777,6.052546088,6.052546088
NP_060284.1,3.071077762,3.306924455,3.263765983,2.92836747,2.92836747
NP_060285.2,2.747897509,2.758039215,3.39209008,2.747098102,2.747098102
NP_060289.2,6.404061046,6.619135642,6.272129456,6.61014359,6.61014359
NP_060294.1,2.948350806,0.687396871,3.500466241,1.14389116,1.14389116
NP_060295.1,3.020987996,2.617306413,2.296932847,2.584909681,2.584909681
NP_060297.1,5.712495415,5.317477918,6.124443965,5.270811635,5.270811635
NP_060308.1,5.605950497,5.189428271,4.990630987,5.518751912,5.518751912
NP_060309.2,5.354960127,4.485422555,5.307821163,4.618457756,4.618457756
NP_060310.1,1.962814035,3.711112941,1.110519722,3.579829076,3.579829076
NP_060311.1,0.827108263,1.850515997,0,2.493100119,2.493100119
NP_060316.1,1.793113875,2.418772165,2.442363286,2.572371242,2.572371242
NP_060317.3,3.519315313,1.582728061,3.059893649,1.907305854,1.907305854
NP_060324.1,2.890894856,2.913769143,3.307821163,2.878948847,2.878948847
NP_060327.3,2.980691526,2.736372893,2.91075021,2.65198841,2.65198841
NP_060334.2,3.418643417,2.307356723,3.917874644,2.239183609,2.239183609
NP_060336.3,0,2.929017971,0,2.742208789,2.742208789
NP_060337.2,3.554954138,2.741500202,3.973637916,2.627955454,2.627955454
NP_060341.2,3.937407429,4.89260733,3.966784245,4.717510545,4.717510545
NP_060352.1,0.69039504,1.653797424,0.711970346,1.758903614,1.758903614
NP_060354.4,3.295495186,2.696006048,3.307821163,2.745702845,2.745702845
NP_060357.1,0,3.422368415,0,3.48517893,3.48517893
NP_060366.1,4.152589309,3.041380336,3.670391242,3.431518797,3.431518797
NP_060367.1,4.48528061,4.60961575,4.218323012,4.585494755,4.585494755
NP_060368.2,2.481518692,1.82779592,2.867248571,1.558928659,1.558928659
NP_060377.1,2.996594021,2.10143769,3.537940947,2.163877776,2.163877776
NP_060379.2,2.925457672,0,3.085428741,0,0
NP_060380.3,4.252361536,1.340680743,4.195053233,1.220220206,1.220220206
NP_060386.1,3.75466707,4.851257323,4.020723052,4.48162111,4.48162111
NP_060388.2,1.370638045,0,2.556319476,0,0
NP_060392.3,4.757780802,3.877257826,4.376660039,3.606208746,3.606208746
NP_060401.2,2.762438835,4.484658315,3.381821745,4.287688273,4.287688273
NP_060404.4,1.157705952,2.289964167,2.110519723,2.263761632,2.263761632
NP_060416.1,3.006226618,3.197845965,3.085428741,3.381636349,3.381636349
NP_060418.4,3.355645329,4.233083145,2.807127579,4.323434946,4.323434946
NP_060422.4,5.466213532,4.554965735,5.674603493,4.582371615,4.582371615
NP_060423.3,3.077737648,1.857617053,2.980459182,1.706794762,1.706794762
NP_060441.2,5.239240155,2.182847051,5.407356837,2.465395493,2.465395493
NP_060445.3,4.563579699,3.818121483,5.138235101,3.626819026,3.626819026
NP_060460.4,4.530888608,5.292804764,4.141281976,5.132992813,5.132992813
NP_060469.4,3.194172894,1.082368747,3.442363286,1.122549128,1.122549128
NP_060476.2,1.512572302,3.396598129,0.837501228,3.871931524,3.871931524
NP_060479.3,3.864177518,0,4.307821163,0,0
NP_060481.3,6.01080142,7.339677349,5.907174756,7.172081217,7.172081217
NP_060488.2,2.656318373,2.631185261,1.206735038,2.916015553,2.916015553
NP_060495.2,3.001856136,0.582728061,2.695482223,0.686576482,0.686576482
NP_060496.2,2.404143848,4.377787212,1.159429323,4.410760237,4.410760237
NP_060501.3,-0.327092387,0,0,0,0
NP_060504.1,5.063758137,5.461734979,4.514633572,5.327521076,5.327521076
NP_060516.2,0.959211798,1.446509535,0,1.483924231,1.483924231
NP_060517.1,5.927878592,6.796190843,5.783920188,6.603756042,6.603756042
NP_060522.3,4.881409647,5.266480094,4.537940946,5.200240412,5.200240412
NP_060526.2,1.813207446,2.19223963,1.952978446,2.016625922,2.016625922
NP_060530.3,7.471083025,7.230321842,7.142803005,7.28132246,7.28132246
NP_060531.2,4.759594047,5.707842263,5.069522351,5.303303169,5.303303169
NP_060542.4,5.570826836,5.877476178,5.353201066,5.825880268,5.825880268
NP_060544.2,0,2.421170661,0,2.095419802,2.095419802
NP_060549.4,3.248308501,3.684071922,2.896394917,3.577870222,3.577870222
NP_060552.4,2.447212569,4.295639778,2.610090732,4.181528817,4.181528817
NP_060555.2,6.94397202,6.443956265,6.76132389,6.661222359,6.661222359
NP_060557.3,5.128535552,5.63334182,5.135181777,5.433253327,5.433253327
NP_060559.2,3.687132253,3.274571755,2.422463729,3.125234211,3.125234211
NP_060560.1,5.484654305,3.310810213,5.590160629,3.295099599,3.295099599
NP_060561.3,3.530888609,5.007064834,4.177351231,4.7519709,4.7519709
NP_060564.2,3.460013852,5.087663047,3.340001568,4.732732349,4.732732349
NP_060566.2,5.222621858,5.464838384,5.321317005,5.384664984,5.384664984
NP_060567.1,0,0.545102989,0,0.520282731,0.520282731
NP_060579.3,5.38983161,3.876092718,5.718105132,4.02843601,4.02843601
NP_060585.2,5.323784231,4.992891813,5.6808989,4.750406438,4.750406438
NP_060586.2,3.997033264,3.024653249,3.881895347,2.924056318,2.924056318
NP_060587.8,5.80470185,5.144653026,5.024028197,5.090619272,5.090619272
NP_060589.1,2.135534571,1.984131435,1.059893649,2.017782391,2.017782391
NP_060592.2,7.283077213,5.639878035,7.563151509,5.589291964,5.589291964
NP_060598.3,5.909563561,5.594376027,5.901794905,5.505313264,5.505313264
NP_060599.1,2.810211193,3.876092718,2.556319476,4.052334482,4.052334482
NP_060607.2,3.102441933,-0.026724109,2.519325268,-0.239713831,-0.239713831
NP_060613.1,2.058507003,3.098942972,0.896394917,3.242649843,3.242649843
NP_060616.1,3.941977261,6.192415158,3.537940947,5.989694346,5.989694346
NP_060619.4,3.575687127,2.981966851,4.116724872,3.103067578,3.103067578
NP_060621.3,7.435836507,7.166052911,7.47895092,7.173962726,7.173962726
NP_060624.1,3.19110496,3.696006048,2.59238873,3.423251181,3.423251181
NP_060628.2,6.425349455,6.179545148,6.492137257,6.208303552,6.208303552
NP_060631.2,1.866102394,3.371599804,0,3.048661703,3.048661703
NP_060654.1,4.723154459,3.442973034,4.329354324,3.454333785,3.454333785
NP_060665.3,2.691480998,0,3.007426229,0,0
NP_060666.1,4.855968017,1.889146245,4.481357418,1.503869641,1.503869641
NP_060667.2,1.605374456,1.915471439,0,1.899798318,1.899798318
NP_060668.2,6.479555467,6.612373372,6.573339276,6.494087217,6.494087217
NP_060670.1,5.016228764,4.311672296,5.235532302,4.284568931,4.284568931
NP_060671.3,4.291561699,4.338990415,4.135181777,4.451555054,4.451555054
NP_060672.2,-0.956723937,2.345739878,0,2.134326296,2.134326296
NP_060674.3,5.868024706,4.780786468,5.994005714,4.933278777,4.933278777
NP_060676.2,6.821601196,7.099754229,6.625403787,7.067770526,7.067770526
NP_060679.1,5.835851522,6.60786214,5.787814104,6.387854993,6.387854993
NP_060680.2,0.799171386,0,1.744391823,0,0
NP_060686.2,5.680310987,4.803640297,5.634081678,4.974809999,4.974809999
NP_060687.2,1.692566139,1.861154517,1.296932847,1.587248555,1.587248555
NP_060692.3,4.730833317,2.625649733,4.914316825,2.666070827,2.666070827
NP_060695.2,6.458898263,7.083126267,6.50165218,6.987630088,6.987630088
NP_060697.4,7.764278493,7.390312531,7.732824048,7.257686861,7.257686861
NP_060700.2,6.291830232,6.241929192,6.616673382,6.176877459,6.176877459
NP_060703.3,4.247939478,4.944663152,3.807127579,4.881015632,4.881015632
NP_060705.2,6.512649104,6.401920704,6.265163266,6.527709618,6.527709618
NP_060707.2,6.856028551,7.850942306,7.174379664,7.732776365,7.732776365
NP_060712.2,3.890422073,4.65430724,4.302387276,4.460938469,4.460938469
NP_060713.1,6.282762013,6.073374439,6.178834722,6.077646798,6.077646798
NP_060716.2,4.378076376,4.450037387,4.355826536,4.48768506,4.48768506
NP_060717.1,3.327281676,4.113846979,1.837501228,4.032732732,4.032732732
NP_060719.4,3.252729429,0,3.442363286,0,0
NP_060726.3,5.338763452,5.892247188,5.498091434,5.75821184,5.75821184
NP_060734.2,-0.417857851,2.874635008,0,2.98858886,2.98858886
NP_060739.2,5.44189877,4.686566352,5.135181777,4.632869657,4.632869657
NP_060740.1,0,3.953803805,0,3.721774671,3.721774671
NP_060743.2,2.787030823,3.763405333,2.744391824,4.025564403,4.025564403
NP_060753.1,2.793113875,2.740860284,2.980459182,2.797796306,2.797796306
NP_060755.1,3.665742351,0,3.402285847,0,0
NP_060757.4,3.433647841,3.76277506,3.412410064,3.68001711,3.68001711
NP_060758.2,3.939237099,5.073755617,3.661929663,5.220596905,5.220596905
NP_060760.2,7.78582384,7.267535691,7.950375085,7.172048757,7.172048757
NP_060762.3,3.417987498,4.2027337,3.263765983,4.292474129,4.292474129
NP_060764.3,5.142896799,5.913840113,5.697553573,5.857470711,5.857470711
NP_060767.2,3.315355609,3.893183372,3.171401965,3.82414611,3.82414611
NP_060774.2,0.16710465,-1.247664399,1.252538727,-0.791886397,-0.791886397
NP_060791.3,5.775939489,5.160171846,5.542557574,4.997995218,4.997995218
NP_060802.1,7.222950474,7.118195933,7.489150927,7.197149252,7.197149252
NP_060809.3,5.011018906,4.155017432,4.716063101,4.249803513,4.249803513
NP_060810.2,4.776579237,5.203546715,4.122903447,5.090894019,5.090894019
NP_060813.2,3.174113709,1.98521251,2.183276065,2.046396875,2.046396875
NP_060821.3,2.715167568,1.954631909,0,2.311696109,2.311696109
NP_060822.2,4.221494605,4.350571624,4.307821163,4.196159957,4.196159957
NP_060823.3,3.447855338,-0.159006777,4.258163276,-0.234196827,-0.234196827
NP_060828.2,5.020123848,5.27412955,5.31053045,5.238687753,5.238687753
NP_060829.2,2.608827258,1.95793958,2.574466822,1.363557227,1.363557227
NP_060830.2,4.14031435,3.010918224,3.946025685,2.780185726,2.780185726
NP_060831.2,4.26006767,5.57655485,3.791697538,5.496940803,5.496940803
NP_060832.1,5.527243903,4.796113844,5.746394177,5.129653703,5.129653703
NP_060834.2,4.558827147,4.104923063,4.258163276,4.115004198,4.115004198
NP_060838.3,0.26372284,0,0,0,0
NP_060842.3,0.628238564,0,0,0,0
NP_060844.2,3.121099481,3.61451455,3.241223414,3.67085711,3.67085711
NP_060851.2,0,1.176235671,0,1.326704776,1.326704776
NP_060855.2,3.595546401,2.397816449,3.618860942,2.660898547,2.660898547
NP_060864.1,4.339456389,4.504021091,3.695482224,4.84595957,4.84595957
NP_060866.2,1.278251614,1.413160118,0.05989365,1.604285409,1.604285409
NP_060873.4,5.852331275,4.807006792,5.833739309,4.716976642,4.716976642
NP_060875.2,2.275357541,1.041380336,1.500466241,1.271538983,1.271538983
NP_060880.3,4.977133707,3.201571454,5.027325787,3.407896216,3.407896216
NP_060895.1,2.915268451,4.404902889,3.171401965,4.269841266,4.269841266
NP_060898.2,4.851845682,5.329019539,4.432447817,5.318398947,5.318398947
NP_060909.1,4.107739224,4.630321733,3.924964069,4.559524363,4.559524363
NP_060911.2,3.454906961,2.713724154,3.371479799,2.758903614,2.758903614
NP_060915.2,2.388158143,2.380665613,1.807127579,2.669018111,2.669018111
NP_060917.1,3.022714741,1.729292956,1.776100684,2.057685627,2.057685627
NP_060918.2,8.521912149,8.192780773,8.584575276,8.118512109,8.118512109
NP_060919.3,5.146662853,6.08539644,4.200905959,6.12697684,6.12697684
NP_060922.2,-0.662276579,0.869375024,0,0.677824008,0.677824008
NP_060932.2,3.33564111,0,3.547159477,0,0
NP_060933.3,-1.114788783,1.259013346,0,0.877038415,0.877038415
NP_060934.1,5.347056812,4.60961575,4.997372565,4.648446222,4.648446222
NP_060937.1,4.763730068,4.171969443,4.885533924,3.921587006,3.921587006
NP_060941.2,6.887937422,6.935324385,6.568820259,6.94137653,6.94137653
NP_060943.1,5.242392777,5.629716956,5.004082786,5.342482235,5.342482235
NP_060945.2,-0.943177404,0,0,0,0
NP_060950.3,2.137129591,2.161965574,2.627578159,1.821168411,1.821168411
NP_060979.2,8.348821629,8.234234498,8.22659475,8.168441001,8.168441001
NP_061072.3,1.329376079,0.92901797,1.340001568,0.819843013,0.819843013
NP_061118.1,2.394840393,3.025704394,1.678803482,2.892881919,2.892881919
NP_061119.1,2.515027954,6.011714194,1.924964069,5.73008892,5.73008892
NP_061130.1,1.423880066,1.986292776,1.500466241,1.98858886,1.98858886
NP_061133.1,3.804199955,3.662270931,3.966784245,3.478894493,3.478894493
NP_061138.3,3.952433266,3.193643257,4.711970346,3.107419603,3.107419603
NP_061153.1,5.423389936,5.719419759,5.954711413,5.55345655,5.55345655
NP_061156.1,5.74306129,5.394158395,5.748393754,5.279636224,5.279636224
NP_061158.1,1.760370455,4.064835118,1.807127579,3.957587608,3.957587608
NP_061160.3,5.011236359,2.79426463,4.952978445,2.734491948,2.734491948
NP_061164.3,1.735315787,1.094441579,-0.047021555,1.133259608,1.133259608
NP_061166.1,2.207139312,1.861154517,2.27490654,1.722484135,1.722484135
NP_061167.1,4.092199841,5.141019946,4.000731577,5.032875736,5.032875736
NP_061178.1,2.500230952,3.158615476,2.939039254,3.369910723,3.369910723
NP_061180.1,2.503944455,0,2.896394917,0,0
NP_061184.1,4.583897609,5.342158157,4.269347015,4.913066367,4.913066367
NP_061198.2,7.551407184,8.378185905,7.924521999,8.231494189,8.231494189
NP_061326.1,3.575687127,3.296946371,1.711970346,2.984454214,2.984454214
NP_061327.2,3.741096033,0,3.980459182,0,0
NP_061331.2,3.157705952,3.781875588,3.442363286,3.480573022,3.480573022
NP_061332.2,5.757132662,6.021824499,4.867248572,6.030299494,6.030299494
NP_061485.1,7.304217782,6.525405141,7.398470873,6.520792643,6.520792643
NP_061817.1,2.508880969,4.469867223,2.711970346,4.430433656,4.430433656
NP_061819.2,7.346238237,7.966346817,7.382465661,7.806835266,7.806835266
NP_061820.1,6.35453171,5.952698927,5.994005714,5.688211676,5.688211676
NP_061824.3,0.1291368,0,0.837501228,0,0
NP_061830.3,5.918866052,2.538490166,5.843125777,2.776774291,2.776774291
NP_061832.2,6.967080043,5.876092717,7.243351807,5.965700254,5.965700254
NP_061845.2,2.481518692,0.469867223,1.980459182,0.03616092,0.03616092
NP_061846.2,3.844298024,3.276780752,3.481357418,3.081661401,3.081661401
NP_061848.2,3.942433449,5.125905396,3.859869041,5.063437056,5.063437056
NP_061849.2,5.101216715,4.82628856,5.113625633,4.923747885,4.923747885
NP_061857.3,0.480262536,1.248246916,0,1.081108326,1.081108326
NP_061870.1,3.367244265,4.259460209,3.519325268,3.971680346,3.971680346
NP_061882.2,2.278251614,3.594818749,2.059893649,3.717866371,3.717866371
NP_061888.1,3.199526128,4.709805559,3.159429323,4.566258536,4.566258536
NP_061895.3,5.008189024,4.962749713,4.64485615,5.054026463,5.054026463
NP_061899.2,5.36486386,7.103399248,5.363674398,7.039936771,7.039936771
NP_061901.2,2.423880066,3.286021776,2.381821744,3.131123864,3.131123864
NP_061902.2,3.199526128,0,3.519325268,0,0
NP_061903.2,5.64781181,4.519587533,5.812871562,4.524356992,4.524356992
NP_061910.1,3.691480999,3.405912402,4.280444724,3.17998003,3.17998003
NP_061917.3,3.938779899,5.377478471,4.027325787,5.308746415,5.308746415
NP_061918.3,4.806457106,4.792413042,4.678803482,4.868890733,4.868890733
NP_061924.1,3.036454798,3.131042594,3.519325268,3.667545221,3.667545221
NP_061929.2,5.060819857,6.245711869,5.252538727,6.196798289,6.196798289
NP_061932.1,2.453627409,2.977084629,3.085428741,3.151813722,3.151813722
NP_061936.2,8.48862283,9.215752042,8.333689249,9.222557291,9.222557291
NP_061940.1,3.121905231,2.826590158,3.39209008,2.65941734,2.65941734
NP_061943.2,3.306168688,2.011979419,3.285961729,1.971978701,1.971978701
NP_061944.2,0,2.500433939,0,2.121473694,2.121473694
NP_061953.2,2.257870114,2.718932445,1.381821745,2.734491948,2.734491948
NP_061955.1,5.034102519,4.824326633,5.215434733,4.776945055,4.776945055
NP_061956.2,-0.390023642,0.172444092,0,0.602744892,0.602744892
NP_061961.2,5.726204415,5.431320016,5.607889824,5.43758055,5.43758055
NP_061964.3,3.799675033,0,4.269347015,0,0
NP_061967.3,3.569793758,4.276560004,3.229818651,4.13698957,4.13698957
NP_061968.1,0,2.311672296,0,1.846122338,1.846122338
NP_061969.3,1.644030536,1.202501326,1.340001568,1.365375369,1.365375369
NP_061974.2,4.788300243,3.212690546,5.030615857,3.307446636,3.307446636
NP_061980.1,5.232354658,4.535725851,5.35057081,4.482459035,4.482459035
NP_061982.3,3.943345393,4.369738396,4.452211072,4.288167574,4.288167574
NP_061983.2,-1.730448079,0.316834001,0,0.199985721,0.199985721
NP_061989.2,4.953112554,6.545102989,4.437414071,6.466878113,6.466878113
NP_062535.2,6.905123777,6.449841622,6.428711876,6.554253784,6.554253784
NP_062538.5,6.241002764,6.859644786,5.766266323,6.946964915,6.946964915
NP_062543.1,4.690666607,4.462511456,4.224082281,4.372851076,4.372851076
NP_062552.2,5.366734509,4.653287428,5.578968214,4.57433757,4.57433757
NP_062556.2,5.370468545,5.288432295,5.027325787,5.096377994,5.096377994
NP_062559.2,3.841365716,3.796421816,3.867248571,3.82414611,3.82414611
NP_062826.2,5.098763151,5.318121547,4.699621953,5.276740941,5.276740941
NP_063937.2,3.676751142,4.67940408,4.033898441,4.499323113,4.499323113
NP_063940.1,4.257503529,4.185436112,4.528663133,4.690751632,4.690751632
NP_063944.3,2.40811275,3.653797424,2.422463729,3.585689727,3.585689727
NP_063949.2,3.629938854,0,2.966784245,0,0
NP_064502.9,8.433424736,8.541639629,8.867708541,8.546386766,8.546386766
NP_064504.2,2.695816674,2.921696059,2.852451569,2.775407455,2.775407455
NP_064505.1,7.623267912,8.03806342,7.540828069,7.911395073,7.911395073
NP_064507.3,4.016228764,4.691707881,4.040441287,4.650684405,4.650684405
NP_064516.2,2.822159047,1.909789293,2.807127579,1.95033787,1.95033787
NP_064520.2,5.986896676,6.069111096,5.820494803,5.963601353,5.963601353
NP_064522.3,6.429260525,5.812498711,6.341326966,5.748753218,5.748753218
NP_064528.1,5.806707683,5.1156992,5.822394336,5.247833627,5.247833627
NP_064535.1,6.373601067,6.682489882,6.28871234,6.522677754,6.522677754
NP_064536.2,3.479005286,3.874926668,3.27490654,3.829424671,3.829424671
NP_064539.1,3.523589967,4.435082967,2.994005714,4.533886458,4.533886458
NP_064543.3,5.287617458,5.433499763,5.010761942,5.403589495,5.403589495
NP_064547.2,3.662976978,4.203198336,4.040441287,4.080555039,4.080555039
NP_064550.3,1.16084566,4.197612802,1.110519722,4.131123863,4.131123863
NP_064551.3,4.916894285,5.292804764,4.687166955,5.202021989,5.202021989
NP_064555.2,5.396173137,5.350047217,5.337347115,5.169482,5.169482
NP_064560.2,4.212822951,3.296946371,4.818592766,3.382983193,3.382983193
NP_064564.1,4.269188291,4.339413183,4.318627918,4.225735293,4.225735293
NP_064574.1,4.048370931,2.402679471,2.980459182,3.493515822,3.493515822
NP_064576.1,6.604582024,6.630192159,6.578968214,6.415429601,6.415429601
NP_064581.2,4.678669073,6.036890921,4.874590547,6.016770531,6.016770531
NP_064582.2,1.803195643,2.569814742,1.340001568,2.708944295,2.708944295
NP_064583.2,5.571269358,6.17528871,5.255353743,6.263213206,6.263213206
NP_064584.1,0.449781929,0,0,0,0
NP_064587.1,7.040295727,7.477689859,7.012426911,7.43281989,7.43281989
NP_064601.3,6.965958631,6.62876608,6.746394176,6.8800621,6.8800621
NP_064613.2,2.313946039,2.145620304,2.574466822,2.173249339,2.173249339
NP_064615.3,6.310239351,7.034151379,6.64485615,6.925558985,6.925558985
NP_064617.2,5.974236504,5.852146412,5.752384614,5.717866371,5.717866371
NP_064621.3,5.583020146,6.743338386,5.135181777,6.503818056,6.503818056
NP_064625.1,1.815201496,1.862331747,2.033898441,2.134326296,2.134326296
NP_064628.1,4.341879051,4.089674824,4.206735037,4.25814565,4.25814565
NP_064703.1,2.03816314,3.949379205,1.924964069,3.985341208,3.985341208
NP_064708.1,3.502088898,5.038909633,3.046954594,5.40015701,5.40015701
NP_064709.2,6.60710189,6.94927534,6.590160629,6.938402451,6.938402451
NP_064710.4,2.908746732,0,3.867248571,0,0
NP_064711.1,4.471754754,4.799497926,4.466857848,4.840414499,4.840414499
NP_064715.1,5.648371157,5.558873879,5.389529839,5.639552516,5.639552516
NP_065070.1,1.015795327,4.47468617,1.007426229,4.391484135,4.391484135
NP_065080.1,4.965060875,4.883794084,4.528663133,5.069165648,5.069165648
NP_065090.1,7.208040714,7.586294676,7.1382351,7.517909268,7.517909268
NP_065093.2,0.122710531,2.569093935,0,2.368098292,2.368098292
NP_065095.2,3.95198023,3.586294676,2.837501228,3.440170667,3.440170667
NP_065098.1,5.068572358,5.109887608,5.14432243,5.00894081,5.00894081
NP_065099.3,2.510112463,3.035130384,2.135181777,2.866164581,2.866164581
NP_065101.1,3.415360834,3.631530527,3.340001568,3.913221737,3.913221737
NP_065104.1,3.26006767,5.308652751,3.020723052,5.199348798,5.199348798
NP_065108.1,4.583605181,4.128109292,4.618860941,4.342943675,4.342943675
NP_065111.1,1.933741111,3.132994821,0,3.151813722,3.151813722
NP_065116.3,7.086896661,6.301727109,6.92849576,6.446947684,6.446947684
NP_065118.2,5.317115637,5.35392332,5.434933081,5.397716089,5.397716089
NP_065128.2,4.4596952,5.47535954,4.01408996,5.301523748,5.301523748
NP_065132.1,4.791848686,5.250946065,4.946025685,5.14389116,5.14389116
NP_065134.1,6.131439266,6.260241885,6.159429323,6.29789881,6.29789881
NP_065142.2,5.096715322,5.552050463,5.189176666,5.308628301,5.308628301
NP_065143.2,6.382285678,6.713724153,6.273518666,6.549513735,6.549513735
NP_065145.2,3.547776536,4.441792271,3.760333368,4.25618713,4.25618713
NP_065147.1,6.579284964,7.132293543,6.677754631,6.971270007,6.971270007
NP_065158.3,0.52967473,1.219137327,0,1.456894025,1.456894025
NP_065189.1,2.104889254,1.649712396,0,1.906057308,1.906057308
NP_065190.2,1.705524565,0,0,0,0
NP_065194.2,1.833024997,2.673380293,1.159429323,2.307919418,2.307919418
NP_065199.1,2.611124543,0.687396871,2.500466241,0.859084645,0.859084645
NP_065203.2,1.48528061,3.906939805,1.807127579,3.570796247,3.570796247
NP_065207.2,3.634463184,3.604348512,3.412410064,3.825137313,3.825137313
NP_065385.2,4.342224814,4.135187922,4.329354324,4.310988732,4.310988732
NP_065390.1,1.53694273,1.962338044,1.744391823,1.982678589,1.982678589
NP_065392.1,7.149974792,7.873832639,7.305106778,7.642648127,7.642648127
NP_065393.1,6.035920525,4.804865387,4.917874644,5.032160574,5.032160574
NP_065699.1,4.524808974,2.970549193,4.852451569,2.777457224,2.777457224
NP_065700.1,3.736894516,4.951454926,2.994005714,4.985045604,4.985045604
NP_065715.1,3.643469504,0,3.329354324,0,0
NP_065724.1,4.290487066,2.295203985,4.376660039,2.797796306,2.797796306
NP_065726.1,0,1.801033525,0,2.296529662,2.296529662
NP_065727.4,1.630505171,2.959590576,0,2.751275793,2.751275793
NP_065741.3,6.215656395,6.311564564,6.183276065,6.401763544,6.401763544
NP_065747.1,4.678121353,5.023075096,4.764291381,4.79087932,4.79087932
NP_065755.1,1.295495186,-0.508668268,0,-0.936702951,-0.936702951
NP_065757.1,4.884973912,5.777514166,4.560877758,5.723104631,5.723104631
NP_065761.1,6.240631867,6.236889056,6.197982564,6.261444637,6.261444637
NP_065770.1,1.9664073,3.504963597,0.05989365,3.202530607,3.202530607
NP_065777.1,6.296833701,5.825911473,6.216879595,5.787323588,5.787323588
NP_065796.1,4.809711212,5.87543693,4.159429323,5.73405225,5.73405225
NP_065797.2,5.864177517,4.810670393,5.992319337,4.955778587,4.955778587
NP_065799.1,3.235708464,3.394565305,4.177351231,3.391930168,3.391930168
NP_065801.1,7.008134549,7.503337389,7.245477063,7.319630291,7.319630291
NP_065804.2,0.154559397,2.363308431,0,2.467936195,2.467936195
NP_065805.2,-0.618555201,0.979799014,0,0.939394492,0.939394492
NP_065806.1,0,3.951593201,0,3.880538945,3.880538945
NP_065812.1,3.55912464,2.955735309,3.122903447,2.643022902,2.643022902
NP_065823.1,6.47577857,6.26692465,6.377952198,6.304429002,6.304429002
NP_065837.1,-0.970398873,1.299556009,0,1.19181179,1.19181179
NP_065871.2,2.849658491,0.977627915,2.481357418,0.630225628,0.630225628
NP_065872.1,6.488954675,6.294113925,6.573339276,6.048732422,6.048732422
NP_065881.1,5.804325445,6.191947036,5.476540402,6.124429211,6.124429211
NP_065897.1,3.659096528,5.490570617,4.046954593,5.442325552,5.442325552
NP_065904.1,2.066899668,3.168642522,1.952978446,3.26814155,3.26814155
NP_065908.1,4.936949648,4.217068288,4.711970346,4.154444938,4.154444938
NP_065916.2,5.143095258,4.912064837,5.203823442,4.851969793,4.851969793
NP_065941.2,5.993295425,5.589408248,5.997372565,5.781633146,5.781633146
NP_065953.1,-0.695959704,2.141747295,0,2.147065408,2.147065408
